"School Name","School URL","School Teams","Errors"
"St Johns College (DC)","https://hspf17.debatecoaches.org//St%20Johns/","[]","No debaters listed"
"St Marks (TX)","https://hspf17.debatecoaches.org//St%20Marks/","[]","No debaters listed"
"St Marys Hall (TX)","https://hspf17.debatecoaches.org//St%20Marys%20Hall/","[]","No debaters listed"
"St Paul Central (MN)","https://hspf17.debatecoaches.org//St%20Paul%20Central/","[]","No debaters listed"
"St Paul Como Park (MN)","https://hspf17.debatecoaches.org//St%20Paul%20Como%20Park/","[]","No debaters listed"
"St Peters Classical (TX)","https://hspf17.debatecoaches.org//St%20Peters%20Classical/","[]","No debaters listed"
"St Petersburg (FL)","https://hspf17.debatecoaches.org//St%20Petersburg/","[]","No debaters listed"
"St Vincent de Paul (CA)","https://hspf17.debatecoaches.org//St%20Vincent%20de%20Paul/","[]","No debaters listed"
"State College (PA)","https://hspf17.debatecoaches.org//State%20College/","['State College Jack Piazza - Taran Samarth']",""
"Stern MASS (CA)","https://hspf17.debatecoaches.org//Stern%20MASS/","[]","No debaters listed"
"Strake Jesuit (TX)","https://hspf17.debatecoaches.org//Strake%20Jesuit/","['Strake Jesuit RJ Shah - Caden Day', 'Strake Jesuit Joseph Dowdall - Joseph Donowho', 'Strake Jesuit Neo Curry - Ethan Dupre', 'Strake Jesuit Santiago Weiland - Cooper Carlile', 'Strake Jesuit Alec Furnace - Timothy Nguyen', 'Strake Jesuit Ali Jalal - Zain Ashraf', 'Strake Jesuit Joseph Dowdall - Caden Day']",""
"Stratford (GA)","https://hspf17.debatecoaches.org//Stratford/","[]","No debaters listed"
"Strath Haven (PA)","https://hspf17.debatecoaches.org//Strath%20Haven/","[]","No debaters listed"
"Stuyvesant (NY)","https://hspf17.debatecoaches.org//Stuyvesant/","[]","No debaters listed"
"Summit (NJ)","https://hspf17.debatecoaches.org//Summit/","[]","No debaters listed"
"Sumner (KS)","https://hspf17.debatecoaches.org//Sumner/","[]","No debaters listed"
"Sunset (TX)","https://hspf17.debatecoaches.org//Sunset/","[]","No debaters listed"
"Taravella (FL)","https://hspf17.debatecoaches.org//Taravella/","[]","No debaters listed"
"Thomas Jefferson (VA)","https://hspf17.debatecoaches.org//Thomas%20Jefferson/","[]","No debaters listed"
"Thorndale (TX)","https://hspf17.debatecoaches.org//Thorndale/","[]","No debaters listed"
"Thurston (OR)","https://hspf17.debatecoaches.org//Thurston/","[]","No debaters listed"
"Timberline (ID)","https://hspf17.debatecoaches.org//Timberline/","[]","No debaters listed"
"Tompkins (TX)","https://hspf17.debatecoaches.org//Tompkins/","[]","No debaters listed"
"Topeka (KS)","https://hspf17.debatecoaches.org//Topeka/","[]","No debaters listed"
"Torrey Pines (CA)","https://hspf17.debatecoaches.org//Torrey%20Pines/","[]","No debaters listed"
"Traverse City Central (MI)","https://hspf17.debatecoaches.org//Traverse%20City%20Central/","[]","No debaters listed"
"Trinity Academy (KS)","https://hspf17.debatecoaches.org//Trinity%20Academy/","[]","No debaters listed"
"Trinity Valley (TX)","https://hspf17.debatecoaches.org//Trinity%20Valley/","[]","No debaters listed"
"Truman (PA)","https://hspf17.debatecoaches.org//Truman/","[]","No debaters listed"
"Tualatin (OR)","https://hspf17.debatecoaches.org//Tualatin/","[]","No debaters listed"
"Tulsa (OK)","https://hspf17.debatecoaches.org//Tulsa/","[]","No debaters listed"
"Tulsa Union (OK)","https://hspf17.debatecoaches.org//Tulsa%20Union/","[]","No debaters listed"
"Unionville (PA)","https://hspf17.debatecoaches.org//Unionville/","['Unionville David Kinane - Amit Pampati', 'Unionville Jake Ryan - David Kinane']",""
"University (CA)","https://hspf17.debatecoaches.org//University%20CA/","[]","No debaters listed"
"University (NJ)","https://hspf17.debatecoaches.org//University%20NJ/","[]","No debaters listed"
"University (TN)","https://hspf17.debatecoaches.org//University%20TN/","[]","No debaters listed"
"U. Chicago Lab (IL)","https://hspf17.debatecoaches.org//University%20of%20Chicago%20Lab/","[]","No debaters listed"
"University Prep (MI)","https://hspf17.debatecoaches.org//University%20Prep/","[]","No debaters listed"
"Urbana (IL)","https://hspf17.debatecoaches.org//Urbana/","[]","No debaters listed"
"Vashon High School (WA)","https://hspf17.debatecoaches.org//Vashon/","[]","No debaters listed"
"Veritas Prep. (AZ)","https://hspf17.debatecoaches.org//Veritas/","[]","No debaters listed"
"Victoria East (TX)","https://hspf17.debatecoaches.org//Victoria%20East/","[]","No debaters listed"
"Village (TX)","https://hspf17.debatecoaches.org//Village/","['Village Ayan Mohammed - Hursh Jha', 'Village Hasnain Ali - Varun Agarwal']",""
"Vista Independent (CA)","https://hspf17.debatecoaches.org//Vista%20Independent/","[]","No debaters listed"
"Vista Ridge (TX)","https://hspf17.debatecoaches.org//Vista%20Ridge/","['Vista Ridge Mark Awadallah - Max Fuller']",""
"Wakeland (TX)","https://hspf17.debatecoaches.org//Wakeland/","[]","No debaters listed"
"Wallenberg Traditional (CA)","https://hspf17.debatecoaches.org//Wallenberg%20Traditional/","[]","No debaters listed"
"Walter Payton (IL)","https://hspf17.debatecoaches.org//Walter%20Payton/","[]","No debaters listed"
"Warren (TX)","https://hspf17.debatecoaches.org//Warren/","[]","No debaters listed"
"Washburn (MN)","https://hspf17.debatecoaches.org//Washburn/","[]","No debaters listed"
"Washburn Rural (KS)","https://hspf17.debatecoaches.org//Washburn%20Rural/","[]","No debaters listed"
"Washington (SD)","https://hspf17.debatecoaches.org//Washington/","[]","No debaters listed"
"Washington Technology Magnet (MN)","https://hspf17.debatecoaches.org//Washington%20Technology%20Magnet/","[]","No debaters listed"
"Watertown (SD)","https://hspf17.debatecoaches.org//Watertown/","[]","No debaters listed"
"Wayzata (MN)","https://hspf17.debatecoaches.org//Wayzata/","['Wayzata Julia Soczynski - Caleb Prost']",""
"WB Ray (TX)","https://hspf17.debatecoaches.org//WB%20Ray/","[]","No debaters listed"
"West (UT)","https://hspf17.debatecoaches.org//West/","[]","No debaters listed"
"West Bloomfield (MI)","https://hspf17.debatecoaches.org//West%20Bloomfield/","[]","No debaters listed"
"West Des Moines Valley (IA)","https://hspf17.debatecoaches.org//West%20Des%20Moines%20Valley/","[]","No debaters listed"
"Westinghouse (IL)","https://hspf17.debatecoaches.org//Westinghouse/","[]","No debaters listed"
"Westlake (GA)","https://hspf17.debatecoaches.org//Westlake%20GA/","[]","No debaters listed"
"Westlake (TX)","https://hspf17.debatecoaches.org//Westlake/","['Westlake Jason Luo - Nicolas Ho']",""
"Westminster Schools (GA)","https://hspf17.debatecoaches.org//Westminster/","[]","No debaters listed"
"Weston (MA)","https://hspf17.debatecoaches.org//Weston/","[]","No debaters listed"
"Westridge (CA)","https://hspf17.debatecoaches.org//Westridge/","['Westridge Ruby Marsh - Hattie Bilson']",""
"Westside (TX)","https://hspf17.debatecoaches.org//Westside/","[]","No debaters listed"
"Westview (OR)","https://hspf17.debatecoaches.org//Westview/","['Westview Rohan Ajjarapu - Adit Gupta']",""
"Westwood (TX)","https://hspf17.debatecoaches.org//Westwood/","[]","No debaters listed"
"Wheeler (GA)","https://hspf17.debatecoaches.org//Wheeler/","[]","No debaters listed"
"Whitefish Bay (WI)","https://hspf17.debatecoaches.org//Whitefish%20Bay/","[]","No debaters listed"
"Whitney Young (IL)","https://hspf17.debatecoaches.org//Whitney%20Young/","[]","No debaters listed"
"Wichita East (KS)","https://hspf17.debatecoaches.org//Wichita%20East/","['Wichita East ammeriahya gonzalez - maddie halabi']",""
"Will Rogers (OK)","https://hspf17.debatecoaches.org//Will%20Rogers/","[]","No debaters listed"
"William Chrisman (MO)","https://hspf17.debatecoaches.org//William%20Chrisman/","[]","No debaters listed"
"William Mason (OH)","https://hspf17.debatecoaches.org//William%20Mason/","['William Mason Atneya Nair - Rahul Ramesh']",""
"Wilson (DC)","https://hspf17.debatecoaches.org//Wilson/","[]","No debaters listed"
"Windermere (FL)","https://hspf17.debatecoaches.org//Windermere/","[]","No debaters listed"
"Winston Churchill (TX)","https://hspf17.debatecoaches.org//Winston%20Churchill/","[]","No debaters listed"
"Woodlands (TX)","https://hspf17.debatecoaches.org//Woodlands/","[]","No debaters listed"
"Woodrow Wilson (TX)","https://hspf17.debatecoaches.org//Woodrow%20Wilson/","[]","No debaters listed"
"Woodward Academy (GA)","https://hspf17.debatecoaches.org//Woodward/","[]","No debaters listed"
"Woonsocket (RI)","https://hspf17.debatecoaches.org//Woonsocket/","[]","No debaters listed"
"Wooster (OH)","https://hspf17.debatecoaches.org//Wooster/","[]","No debaters listed"
"Wylie (TX)","https://hspf17.debatecoaches.org//Wylie/","[]","No debaters listed"
